 #  SO virial mass [solar mass]  red-shift  b 
  3.8819401758E+05  1.9928260709E-01  7.1295035348E-01
  3.8819401758E+05  2.1518556436E-01  7.1303986097E-01
  3.8819401758E+05  2.3235759400E-01  7.1314018817E-01
  3.8819401758E+05  2.5089996929E-01  7.1325286106E-01
  3.8819401758E+05  2.7092204523E-01  7.1337964878E-01
  3.8819401758E+05  2.9254190344E-01  7.1352260551E-01
  3.8819401758E+05  3.1588704860E-01  7.1368411971E-01
  3.8819401758E+05  3.4109516039E-01  7.1386697225E-01
  3.8819401758E+05  3.6831490545E-01  7.1407440480E-01
  3.8819401758E+05  3.9770681421E-01  7.1431020048E-01
  3.8819401758E+05  4.2944422755E-01  7.1457877869E-01
  3.8819401758E+05  4.6371431916E-01  7.1488530694E-01
  3.8819401758E+05  5.0071919938E-01  7.1523583232E-01
  3.8819401758E+05  5.4067710714E-01  7.1563743627E-01
  3.8819401758E+05  5.8382369709E-01  7.1609841673E-01
  3.8819401758E+05  6.3041342936E-01  7.1662850248E-01
  3.8819401758E+05  6.8072107024E-01  7.1723910552E-01
  3.8819401758E+05  7.3504331267E-01  7.1794361840E-01
  3.8819401758E+05  7.9370052598E-01  7.1875776476E-01
  3.8819401758E+05  8.5703864533E-01  7.1970001316E-01
  3.8819401758E+05  9.2543121183E-01  7.2079206636E-01
  3.8819401758E+05  9.9928157557E-01  7.2205944091E-01
  3.8819401758E+05  1.0790252744E+00  7.2353215495E-01
  3.8819401758E+05  1.1651326025E+00  7.2524554594E-01
  3.8819401758E+05  1.2581113840E+00  7.2724124520E-01
  3.8819401758E+05  1.3585099681E+00  7.2956834176E-01
  3.8819401758E+05  1.4669204626E+00  7.3228477434E-01
  3.8819401758E+05  1.5839822262E+00  7.3545899897E-01
  3.8819401758E+05  1.7103856391E+00  7.3917199077E-01
  3.8819401758E+05  1.8468761745E+00  7.4351964825E-01
  3.8819401758E+05  1.9942587952E+00  7.4861568399E-01
  3.8819401758E+05  2.1534027008E+00  7.5459510528E-01
  3.8819401758E+05  2.3252464539E+00  7.6161840325E-01
  3.8819401758E+05  2.5108035155E+00  7.6987660261E-01
  3.8819401758E+05  2.7111682218E+00  7.7959734812E-01
  3.8819401758E+05  2.9275222379E+00  7.9105224431E-01
  3.8819401758E+05  3.1611415273E+00  8.0456571367E-01
  3.8819401758E+05  3.4134038766E+00  8.2052568442E-01
  3.8819401758E+05  3.6857970212E+00  8.3939650201E-01
  3.8819401758E+05  3.9799274192E+00  8.6173451959E-01
  3.8819401758E+05  4.2975297259E+00  8.8820694667E-01
  3.8819401758E+05  4.6404770237E+00  9.1961463077E-01
  3.8819401758E+05  5.0107918691E+00  9.5691961663E-01
  3.8819401758E+05  5.4106582205E+00  1.0012784934E+00
  3.8819401758E+05  5.8424343185E+00  1.0540827545E+00
  3.8819401758E+05  6.3086665938E+00  1.1170076869E+00
  3.8819401758E+05  6.8121046848E+00  1.1920715812E+00
  3.8819401758E+05  7.3557176540E+00  1.2817075031E+00
  3.8819401758E+05  7.9427114979E+00  1.3888503095E+00
  3.8819401758E+05  8.5765480550E+00  1.5170421688E+00
  3.8819401758E+05  9.2609654221E+00  1.6705606061E+00
  3.8819401758E+05  1.0000000000E+01  1.8545739139E+00
  4.9787376522E+05  5.0000000000E-03  7.1220880723E-01
  4.9787376522E+05  5.3990051491E-03  7.1221021768E-01
  4.9787376522E+05  5.8298513201E-03  7.1221174266E-01
  4.9787376522E+05  6.2950794591E-03  7.1221339163E-01
  4.9787376522E+05  6.7974332828E-03  7.1221517486E-01
  4.9787376522E+05  7.3398754590E-03  7.1221710353E-01
  4.9787376522E+05  7.9256050794E-03  7.1221918975E-01
  4.9787376522E+05  8.5580765267E-03  7.1222144671E-01
  4.9787376522E+05  9.2410198469E-03  7.1222388873E-01
  4.9787376522E+05  9.9784627473E-03  7.1222653143E-01
  4.9787376522E+05  1.0774754351E-02  7.1222939178E-01
  4.9787376522E+05  1.1634590844E-02  7.1223248828E-01
  4.9787376522E+05  1.2563043175E-02  7.1223584109E-01
  4.9787376522E+05  1.3565586958E-02  7.1223947221E-01
  4.9787376522E+05  1.4648134767E-02  7.1224340565E-01
  4.9787376522E+05  1.5817071007E-02  7.1224766762E-01
  4.9787376522E+05  1.7079289562E-02  7.1225228682E-01
  4.9787376522E+05  1.8442234458E-02  7.1225729461E-01
  4.9787376522E+05  1.9913943760E-02  7.1226272535E-01
  4.9787376522E+05  2.1503096980E-02  7.1226861672E-01
  4.9787376522E+05  2.3219066263E-02  7.1227501006E-01
  4.9787376522E+05  2.5071971662E-02  7.1228195079E-01
  4.9787376522E+05  2.7072740821E-02  7.1228948884E-01
  4.9787376522E+05  2.9233173419E-02  7.1229767923E-01
  4.9787376522E+05  3.1566010763E-02  7.1230658259E-01
  4.9787376522E+05  3.4085010929E-02  7.1231626584E-01
  4.9787376522E+05  3.6805029903E-02  7.1232680299E-01
  4.9787376522E+05  3.9742109192E-02  7.1233827592E-01
  4.9787376522E+05  4.2913570433E-02  7.1235077545E-01
  4.9787376522E+05  4.6338117547E-02  7.1236440238E-01
  4.9787376522E+05  5.0035947047E-02  7.1237926881E-01
  4.9787376522E+05  5.4028867150E-02  7.1239549962E-01
  4.9787376522E+05  5.8340426388E-02  7.1241323414E-01
  4.9787376522E+05  6.2996052495E-02  7.1243262809E-01
  4.9787376522E+05  6.8023202359E-02  7.1245385583E-01
  4.9787376522E+05  7.3451523959E-02  7.1247711295E-01
  4.9787376522E+05  7.9313031213E-02  7.1250261925E-01
  4.9787376522E+05  8.5642292783E-02  7.1253062222E-01
  4.9787376522E+05  9.2476635943E-02  7.1256140105E-01
  4.9787376522E+05  9.9856366727E-02  7.1259527134E-01
  4.9787376522E+05  1.0782500763E-01  7.1263259050E-01
  4.9787376522E+05  1.1642955428E-01  7.1267376412E-01
  4.9787376522E+05  1.2572075261E-01  7.1271925340E-01
  4.9787376522E+05  1.3575339814E-01  7.1276958375E-01
  4.9787376522E+05  1.4658665911E-01  7.1282535501E-01
  4.9787376522E+05  1.5828442547E-01  7.1288725322E-01
  4.9787376522E+05  1.7091568562E-01  7.1295606465E-01
  4.9787376522E+05  1.8455493335E-01  7.1303269206E-01
  4.9787376522E+05  1.9928260709E-01  7.1311817395E-01
  4.9787376522E+05  2.1518556436E-01  7.1321370712E-01
  4.9787376522E+05  2.3235759400E-01  7.1332067326E-01
  4.9787376522E+05  2.5089996929E-01  7.1344067018E-01
  4.9787376522E+05  2.7092204523E-01  7.1357554865E-01
  4.9787376522E+05  2.9254190344E-01  7.1372745575E-01
  4.9787376522E+05  3.1588704860E-01  7.1389888598E-01
  4.9787376522E+05  3.4109516039E-01  7.1409274143E-01
  4.9787376522E+05  3.6831490545E-01  7.1431240264E-01
  4.9787376522E+05  3.9770681421E-01  7.1456181217E-01
  4.9787376522E+05  4.2944422755E-01  7.1484557286E-01
  4.9787376522E+05  4.6371431916E-01  7.1516906367E-01
  4.9787376522E+05  5.0071919938E-01  7.1553857600E-01
  4.9787376522E+05  5.4067710714E-01  7.1596147406E-01
  4.9787376522E+05  5.8382369709E-01  7.1644638375E-01
  4.9787376522E+05  6.3041342936E-01  7.1700341502E-01
  4.9787376522E+05  6.8072107024E-01  7.1764442364E-01
  4.9787376522E+05  7.3504331267E-01  7.1838331989E-01
  4.9787376522E+05  7.9370052598E-01  7.1923643242E-01
  4.9787376522E+05  8.5703864533E-01  7.2022293812E-01
  4.9787376522E+05  9.2543121183E-01  7.2136537050E-01
  4.9787376522E+05  9.9928157557E-01  7.2269022205E-01
  4.9787376522E+05  1.0790252744E+00  7.2422865936E-01
  4.9787376522E+05  1.1651326025E+00  7.2601737351E-01
  4.9787376522E+05  1.2581113840E+00  7.2809959379E-01
  4.9787376522E+05  1.3585099681E+00  7.3052629859E-01
  4.9787376522E+05  1.4669204626E+00  7.3335766390E-01
  4.9787376522E+05  1.5839822262E+00  7.3666479879E-01
  4.9787376522E+05  1.7103856391E+00  7.4053182919E-01
  4.9787376522E+05  1.8468761745E+00  7.4505840052E-01
  4.9787376522E+05  1.9942587952E+00  7.5036268738E-01
  4.9787376522E+05  2.1534027008E+00  7.5658501758E-01
  4.9787376522E+05  2.3252464539E+00  7.6389223420E-01
  4.9787376522E+05  2.5108035155E+00  7.7248295511E-01
  4.9787376522E+05  2.7111682218E+00  7.8259391159E-01
  4.9787376522E+05  2.9275222379E+00  7.9450759521E-01
  4.9787376522E+05  3.1611415273E+00  8.0856148540E-01
  4.9787376522E+05  3.4134038766E+00  8.2515918743E-01
  4.9787376522E+05  3.6857970212E+00  8.4478388641E-01
  4.9787376522E+05  3.9799274192E+00  8.6801459956E-01
  4.9787376522E+05  4.2975297259E+00  8.9554582292E-01
  4.9787376522E+05  4.6404770237E+00  9.2821128827E-01
  4.9787376522E+05  5.0107918691E+00  9.6701269912E-01
  4.9787376522E+05  5.4106582205E+00  1.0131545169E+00
  4.9787376522E+05  5.8424343185E+00  1.0680860627E+00
  4.9787376522E+05  6.3086665938E+00  1.1335525289E+00
  4.9787376522E+05  6.8121046848E+00  1.2116567780E+00
  4.9787376522E+05  7.3557176540E+00  1.3049342515E+00
  4.9787376522E+05  7.9427114979E+00  1.4164438249E+00
  4.9787376522E+05  8.5765480550E+00  1.5498780020E+00
  4.9787376522E+05  9.2609654221E+00  1.7096966469E+00
  4.9787376522E+05  1.0000000000E+01  1.9012893484E+00
  6.3854226203E+05  5.0000000000E-03  7.1232249379E-01
  6.3854226203E+05  5.3990051491E-03  7.1232402440E-01
  6.3854226203E+05  5.8298513201E-03  7.1232567921E-01
  6.3854226203E+05  6.2950794591E-03  7.1232746846E-01
  6.3854226203E+05  6.7974332828E-03  7.1232940328E-01
  6.3854226203E+05  7.3398754590E-03  7.1233149577E-01
  6.3854226203E+05  7.9256050794E-03  7.1233375903E-01
  6.3854226203E+05  8.5580765267E-03  7.1233620734E-01
  6.3854226203E+05  9.2410198469E-03  7.1233885619E-01
  6.3854226203E+05  9.9784627473E-03  7.1234172246E-01
  6.3854226203E+05  1.0774754351E-02  7.1234482451E-01
  6.3854226203E+05  1.1634590844E-02  7.1234818232E-01
  6.3854226203E+05  1.2563043175E-02  7.1235181768E-01
  6.3854226203E+05  1.3565586958E-02  7.1235575434E-01
  6.3854226203E+05  1.4648134767E-02  7.1236001823E-01
  6.3854226203E+05  1.5817071007E-02  7.1236463763E-01
  6.3854226203E+05  1.7079289562E-02  7.1236964349E-01
  6.3854226203E+05  1.8442234458E-02  7.1237506962E-01
  6.3854226203E+05  1.9913943760E-02  7.1238095305E-01
  6.3854226203E+05  2.1503096980E-02  7.1238733436E-01
  6.3854226203E+05  2.3219066263E-02  7.1239425805E-01
  6.3854226203E+05  2.5071971662E-02  7.1240177298E-01
  6.3854226203E+05  2.7072740821E-02  7.1240993285E-01
  6.3854226203E+05  2.9233173419E-02  7.1241879675E-01
  6.3854226203E+05  3.1566010763E-02  7.1242842980E-01
  6.3854226203E+05  3.4085010929E-02  7.1243890380E-01
  6.3854226203E+05  3.6805029903E-02  7.1245029811E-01
  6.3854226203E+05  3.9742109192E-02  7.1246270047E-01
  6.3854226203E+05  4.2913570433E-02  7.1247620808E-01
  6.3854226203E+05  4.6338117547E-02  7.1249092879E-01
  6.3854226203E+05  5.0035947047E-02  7.1250698242E-01
  6.3854226203E+05  5.4028867150E-02  7.1252450231E-01
  6.3854226203E+05  5.8340426388E-02  7.1254363713E-01
  6.3854226203E+05  6.2996052495E-02  7.1256455285E-01
  6.3854226203E+05  6.8023202359E-02  7.1258743518E-01
  6.3854226203E+05  7.3451523959E-02  7.1261249219E-01
  6.3854226203E+05  7.9313031213E-02  7.1263995751E-01
  6.3854226203E+05  8.5642292783E-02  7.1267009392E-01
  6.3854226203E+05  9.2476635943E-02  7.1270319759E-01
  6.3854226203E+05  9.9856366727E-02  7.1273960292E-01
  6.3854226203E+05  1.0782500763E-01  7.1277968827E-01
  6.3854226203E+05  1.1642955428E-01  7.1282388254E-01
  6.3854226203E+05  1.2572075261E-01  7.1287267292E-01
  6.3854226203E+05  1.3575339814E-01  7.1292661389E-01
  6.3854226203E+05  1.4658665911E-01  7.1298633779E-01
  6.3854226203E+05  1.5828442547E-01  7.1305256713E-01
  6.3854226203E+05  1.7091568562E-01  7.1312612910E-01
  6.3854226203E+05  1.8455493335E-01  7.1320797256E-01
  6.3854226203E+05  1.9928260709E-01  7.1329918796E-01
  6.3854226203E+05  2.1518556436E-01  7.1340103077E-01
  6.3854226203E+05  2.3235759400E-01  7.1351494910E-01
  6.3854226203E+05  2.5089996929E-01  7.1364261608E-01
  6.3854226203E+05  2.7092204523E-01  7.1378596808E-01
  6.3854226203E+05  2.9254190344E-01  7.1394724967E-01
  6.3854226203E+05  3.1588704860E-01  7.1412906656E-01
  6.3854226203E+05  3.4109516039E-01  7.1433444801E-01
  6.3854226203E+05  3.6831490545E-01  7.1456692031E-01
  6.3854226203E+05  3.9770681421E-01  7.1483059332E-01
  6.3854226203E+05  4.2944422755E-01  7.1513026244E-01
  6.3854226203E+05  4.6371431916E-01  7.1547152863E-01
  6.3854226203E+05  5.0071919938E-01  7.1586093974E-01
  6.3854226203E+05  5.4067710714E-01  7.1630615695E-01
  6.3854226203E+05  5.8382369709E-01  7.1681615060E-01
  6.3854226203E+05  6.3041342936E-01  7.1740143099E-01
  6.3854226203E+05  6.8072107024E-01  7.1807432013E-01
  6.3854226203E+05  7.3504331267E-01  7.1884927224E-01
  6.3854226203E+05  7.9370052598E-01  7.1974325177E-01
  6.3854226203E+05  8.5703864533E-01  7.2077618008E-01
  6.3854226203E+05  9.2543121183E-01  7.2197146391E-01
  6.3854226203E+05  9.9928157557E-01  7.2335662179E-01
  6.3854226203E+05  1.0790252744E+00  7.2496402788E-01
  6.3854226203E+05  1.1651326025E+00  7.2683179671E-01
  6.3854226203E+05  1.2581113840E+00  7.2900483825E-01
  6.3854226203E+05  1.3585099681E+00  7.3153611840E-01
  6.3854226203E+05  1.4669204626E+00  7.3448816679E-01
  6.3854226203E+05  1.5839822262E+00  7.3793488410E-01
  6.3854226203E+05  1.7103856391E+00  7.4196371205E-01
  6.3854226203E+05  1.8468761745E+00  7.4667823966E-01
  6.3854226203E+05  1.9942587952E+00  7.5220133857E-01
  6.3854226203E+05  2.1534027008E+00  7.5867893810E-01
  6.3854226203E+05  2.3252464539E+00  7.6628456983E-01
  6.3854226203E+05  2.5108035155E+00  7.7522484822E-01
  6.3854226203E+05  2.7111682218E+00  7.8574607547E-01
  6.3854226203E+05  2.9275222379E+00  7.9814221239E-01
  6.3854226203E+05  3.1611415273E+00  8.1276449578E-01
  6.3854226203E+05  3.4134038766E+00  8.3003305191E-01
  6.3854226203E+05  3.6857970212E+00  8.5045092303E-01
  6.3854226203E+05  3.9799274192E+00  8.7462101887E-01
  6.3854226203E+05  4.2975297259E+00  9.0326660617E-01
  6.3854226203E+05  4.6404770237E+00  9.3725609601E-01
  6.3854226203E+05  5.0107918691E+00  9.7763302420E-01
  6.3854226203E+05  5.4106582205E+00  1.0256523565E+00
  6.3854226203E+05  5.8424343185E+00  1.0828244356E+00
  6.3854226203E+05  6.3086665938E+00  1.1509682341E+00
  6.3854226203E+05  6.8121046848E+00  1.2322758919E+00
  6.3854226203E+05  7.3557176540E+00  1.3293909502E+00
  6.3854226203E+05  7.9427114979E+00  1.4455032603E+00
  6.3854226203E+05  8.5765480550E+00  1.5844641330E+00
  6.3854226203E+05  9.2609654221E+00  1.7509260950E+00
  6.3854226203E+05  1.0000000000E+01  1.9505126112E+00
  8.1895502210E+05  5.0000000000E-03  7.1244701008E-01
  8.1895502210E+05  5.3990051491E-03  7.1244866649E-01
  8.1895502210E+05  5.8298513201E-03  7.1245045722E-01
  8.1895502210E+05  6.2950794591E-03  7.1245239334E-01
  8.1895502210E+05  6.7974332828E-03  7.1245448688E-01
  8.1895502210E+05  7.3398754590E-03  7.1245675088E-01
  8.1895502210E+05  7.9256050794E-03  7.1245919950E-01
  8.1895502210E+05  8.5580765267E-03  7.1246184815E-01
  8.1895502210E+05  9.2410198469E-03  7.1246471355E-01
  8.1895502210E+05  9.9784627473E-03  7.1246781390E-01
  8.1895502210E+05  1.0774754351E-02  7.1247116900E-01
  8.1895502210E+05  1.1634590844E-02  7.1247480041E-01
  8.1895502210E+05  1.2563043175E-02  7.1247873160E-01
  8.1895502210E+05  1.3565586958E-02  7.1248298817E-01
  8.1895502210E+05  1.4648134767E-02  7.1248759804E-01
  8.1895502210E+05  1.5817071007E-02  7.1249259168E-01
  8.1895502210E+05  1.7079289562E-02  7.1249800237E-01
  8.1895502210E+05  1.8442234458E-02  7.1250386651E-01
  8.1895502210E+05  1.9913943760E-02  7.1251022393E-01
  8.1895502210E+05  2.1503096980E-02  7.1251711823E-01
  8.1895502210E+05  2.3219066263E-02  7.1252459722E-01
  8.1895502210E+05  2.5071971662E-02  7.1253271337E-01
  8.1895502210E+05  2.7072740821E-02  7.1254152431E-01
  8.1895502210E+05  2.9233173419E-02  7.1255109342E-01
  8.1895502210E+05  3.1566010763E-02  7.1256149051E-01
  8.1895502210E+05  3.4085010929E-02  7.1257279250E-01
  8.1895502210E+05  3.6805029903E-02  7.1258508433E-01
  8.1895502210E+05  3.9742109192E-02  7.1259845989E-01
  8.1895502210E+05  4.2913570433E-02  7.1261302309E-01
  8.1895502210E+05  4.6338117547E-02  7.1262888913E-01
  8.1895502210E+05  5.0035947047E-02  7.1264618592E-01
  8.1895502210E+05  5.4028867150E-02  7.1266505569E-01
  8.1895502210E+05  5.8340426388E-02  7.1268565685E-01
  8.1895502210E+05  6.2996052495E-02  7.1270816617E-01
  8.1895502210E+05  6.8023202359E-02  7.1273278119E-01
  8.1895502210E+05  7.3451523959E-02  7.1275972309E-01
  8.1895502210E+05  7.9313031213E-02  7.1278924000E-01
  8.1895502210E+05  8.5642292783E-02  7.1282161071E-01
  8.1895502210E+05  9.2476635943E-02  7.1285714916E-01
  8.1895502210E+05  9.9856366727E-02  7.1289620951E-01
  8.1895502210E+05  1.0782500763E-01  7.1293919203E-01
  8.1895502210E+05  1.1642955428E-01  7.1298655008E-01
  8.1895502210E+05  1.2572075261E-01  7.1303879809E-01
  8.1895502210E+05  1.3575339814E-01  7.1309652102E-01
  8.1895502210E+05  1.4658665911E-01  7.1316038527E-01
  8.1895502210E+05  1.5828442547E-01  7.1323115160E-01
  8.1895502210E+05  1.7091568562E-01  7.1330969013E-01
  8.1895502210E+05  1.8455493335E-01  7.1339699805E-01
  8.1895502210E+05  1.9928260709E-01  7.1349422029E-01
  8.1895502210E+05  2.1518556436E-01  7.1360267390E-01
  8.1895502210E+05  2.3235759400E-01  7.1372387665E-01
  8.1895502210E+05  2.5089996929E-01  7.1385958071E-01
  8.1895502210E+05  2.7092204523E-01  7.1401181228E-01
  8.1895502210E+05  2.9254190344E-01  7.1418291822E-01
  8.1895502210E+05  3.1588704860E-01  7.1437562099E-01
  8.1895502210E+05  3.4109516039E-01  7.1459308336E-01
  8.1895502210E+05  3.6831490545E-01  7.1483898462E-01
  8.1895502210E+05  3.9770681421E-01  7.1511761035E-01
  8.1895502210E+05  4.2944422755E-01  7.1543395814E-01
  8.1895502210E+05  4.6371431916E-01  7.1579386213E-01
  8.1895502210E+05  5.0071919938E-01  7.1620413962E-01
  8.1895502210E+05  5.4067710714E-01  7.1667276376E-01
  8.1895502210E+05  5.8382369709E-01  7.1720906687E-01
  8.1895502210E+05  6.3041342936E-01  7.1782398001E-01
  8.1895502210E+05  6.8072107024E-01  7.1853031526E-01
  8.1895502210E+05  7.3504331267E-01  7.1934309870E-01
  8.1895502210E+05  7.9370052598E-01  7.2027996328E-01
  8.1895502210E+05  8.5703864533E-01  7.2136161326E-01
  8.1895502210E+05  9.2543121183E-01  7.2261237380E-01
  8.1895502210E+05  9.9928157557E-01  7.2406084275E-01
  8.1895502210E+05  1.0790252744E+00  7.2574066469E-01
  8.1895502210E+05  1.1651326025E+00  7.2769145196E-01
  8.1895502210E+05  1.2581113840E+00  7.2995988325E-01
  8.1895502210E+05  1.3585099681E+00  7.3260101628E-01
  8.1895502210E+05  1.4669204626E+00  7.3567985834E-01
  8.1895502210E+05  1.5839822262E+00  7.3927324918E-01
  8.1895502210E+05  1.7103856391E+00  7.4347212193E-01
  8.1895502210E+05  1.8468761745E+00  7.4838421874E-01
  8.1895502210E+05  1.9942587952E+00  7.5413735863E-01
  8.1895502210E+05  2.1534027008E+00  7.6088337173E-01
  8.1895502210E+05  2.3252464539E+00  7.6880283671E-01
  8.1895502210E+05  2.5108035155E+00  7.7811079462E-01
  8.1895502210E+05  2.7111682218E+00  7.8906363488E-01
  8.1895502210E+05  2.9275222379E+00  8.0196740821E-01
  8.1895502210E+05  3.1611415273E+00  8.1718785576E-01
  8.1895502210E+05  3.4134038766E+00  8.3516252488E-01
  8.1895502210E+05  3.6857970212E+00  8.5641540047E-01
  8.1895502210E+05  3.9799274192E+00  8.8157459541E-01
  8.1895502210E+05  4.2975297259E+00  9.1139373147E-01
  8.1895502210E+05  4.6404770237E+00  9.4677781477E-01
  8.1895502210E+05  5.0107918691E+00  9.8881453458E-01
  8.1895502210E+05  5.4106582205E+00  1.0388121721E+00
  8.1895502210E+05  5.8424343185E+00  1.0983455034E+00
  8.1895502210E+05  6.3086665938E+00  1.1693114219E+00
  8.1895502210E+05  6.8121046848E+00  1.2539963744E+00
  8.1895502210E+05  7.3557176540E+00  1.3551581198E+00
  8.1895502210E+05  7.9427114979E+00  1.4761249282E+00
  8.1895502210E+05  8.5765480550E+00  1.6209159764E+00
  8.1895502210E+05  9.2609654221E+00  1.7943874991E+00
  8.1895502210E+05  1.0000000000E+01  2.0024103035E+00
  1.0503413292E+06  5.0000000000E-03  7.1258304539E-01
  1.0503413292E+06  5.3990051491E-03  7.1258483359E-01
  1.0503413292E+06  5.8298513201E-03  7.1258676671E-01
  1.0503413292E+06  6.2950794591E-03  7.1258885670E-01
  1.0503413292E+06  6.7974332828E-03  7.1259111651E-01
  1.0503413292E+06  7.3398754590E-03  7.1259356019E-01
  1.0503413292E+06  7.9256050794E-03  7.1259620300E-01
  1.0503413292E+06  8.5580765267E-03  7.1259906153E-01
  1.0503413292E+06  9.2410198469E-03  7.1260215378E-01
  1.0503413292E+06  9.9784627473E-03  7.1260549936E-01
  1.0503413292E+06  1.0774754351E-02  7.1260911957E-01
  1.0503413292E+06  1.1634590844E-02  7.1261303760E-01
  1.0503413292E+06  1.2563043175E-02  7.1261727871E-01
  1.0503413292E+06  1.3565586958E-02  7.1262187042E-01
  1.0503413292E+06  1.4648134767E-02  7.1262684275E-01
  1.0503413292E+06  1.5817071007E-02  7.1263222844E-01
  1.0503413292E+06  1.7079289562E-02  7.1263806326E-01
  1.0503413292E+06  1.8442234458E-02  7.1264438629E-01
  1.0503413292E+06  1.9913943760E-02  7.1265124027E-01
