 #  virial mass [solar mass]    red-shift        dndM 
  4.1079495723E+12  3.6831490545E-01  1.6028965643E-16
  4.1079495723E+12  3.9770681421E-01  1.5974876995E-16
  4.1079495723E+12  4.2944422755E-01  1.5903242566E-16
  4.1079495723E+12  4.6371431916E-01  1.5810467586E-16
  4.1079495723E+12  5.0071919938E-01  1.5692191505E-16
  4.1079495723E+12  5.4067710714E-01  1.5543549638E-16
  4.1079495723E+12  5.8382369709E-01  1.5359134251E-16
  4.1079495723E+12  6.3041342936E-01  1.5132797402E-16
  4.1079495723E+12  6.8072107024E-01  1.4857530365E-16
  4.1079495723E+12  7.3504331267E-01  1.4526152022E-16
  4.1079495723E+12  7.9370052598E-01  1.4131067362E-16
  4.1079495723E+12  8.5703864533E-01  1.3664370349E-16
  4.1079495723E+12  9.2543121183E-01  1.3119061496E-16
  4.1079495723E+12  9.9928157557E-01  1.2488715444E-16
  4.1079495723E+12  1.0790252744E+00  1.1769130783E-16
  4.1079495723E+12  1.1651326025E+00  1.0958777545E-16
  4.1079495723E+12  1.2581113840E+00  1.0060275289E-16
  4.1079495723E+12  1.3585099681E+00  9.0813961030E-17
  4.1079495723E+12  1.4669204626E+00  8.0364383531E-17
  4.1079495723E+12  1.5839822262E+00  6.9465531445E-17
  4.1079495723E+12  1.7103856391E+00  5.8403253096E-17
  4.1079495723E+12  1.8468761745E+00  4.7521928204E-17
  4.1079495723E+12  1.9942587952E+00  3.7203932169E-17
  4.1079495723E+12  2.1534027008E+00  2.7830598065E-17
  4.1079495723E+12  2.3252464539E+00  1.9730963077E-17
  4.1079495723E+12  2.5108035155E+00  1.3130524480E-17
  4.1079495723E+12  2.7111682218E+00  8.1093362604E-18
  4.1079495723E+12  2.9275222379E+00  4.5857887724E-18
  4.1079495723E+12  3.1611415273E+00  2.3369118856E-18
  4.1079495723E+12  3.4134038766E+00  1.0530667632E-18
  4.1079495723E+12  3.6857970212E+00  4.1029865855E-19
  4.1079495723E+12  3.9799274192E+00  1.3457790069E-19
  4.1079495723E+12  4.2975297259E+00  3.5996662622E-20
  4.1079495723E+12  4.6404770237E+00  7.5594979122E-21
  4.1079495723E+12  5.0107918691E+00  1.1912381604E-21
  4.1079495723E+12  5.4106582205E+00  1.2178201713E-22
  4.1079495723E+12  5.8424343185E+00  1.1302481359E-24
  4.1079495723E+12  6.3086665938E+00  4.4396345098E-27
  4.1079495723E+12  6.8121046848E+00  1.5236382996E-29
  4.1079495723E+12  7.3557176540E+00  3.7619462643E-32
  4.1079495723E+12  7.9427114979E+00  5.2682540146E-35
  4.1079495723E+12  8.5765480550E+00  3.3050508889E-38
  4.1079495723E+12  9.2609654221E+00  1.0186060952E-41
  4.1079495723E+12  1.0000000000E+01  5.6989794926E-46
  5.2686033999E+12  5.0000000000E-03  9.8145411159E-17
  5.2686033999E+12  5.3990051491E-03  9.8150166071E-17
  5.2686033999E+12  5.8298513201E-03  9.8155290774E-17
  5.2686033999E+12  6.2950794591E-03  9.8160813173E-17
  5.2686033999E+12  6.7974332828E-03  9.8166763128E-17
  5.2686033999E+12  7.3398754590E-03  9.8173172543E-17
  5.2686033999E+12  7.9256050794E-03  9.8180075508E-17
  5.2686033999E+12  8.5580765267E-03  9.8187508375E-17
  5.2686033999E+12  9.2410198469E-03  9.8195509906E-17
  5.2686033999E+12  9.9784627473E-03  9.8204121332E-17
  5.2686033999E+12  1.0774754351E-02  9.8213386506E-17
  5.2686033999E+12  1.1634590844E-02  9.8223351938E-17
  5.2686033999E+12  1.2563043175E-02  9.8234066893E-17
  5.2686033999E+12  1.3565586958E-02  9.8245583412E-17
  5.2686033999E+12  1.4648134767E-02  9.8257956435E-17
  5.2686033999E+12  1.5817071007E-02  9.8271243773E-17
  5.2686033999E+12  1.7079289562E-02  9.8285506034E-17
  5.2686033999E+12  1.8442234458E-02  9.8300806341E-17
  5.2686033999E+12  1.9913943760E-02  9.8317210246E-17
  5.2686033999E+12  2.1503096980E-02  9.8334785400E-17
  5.2686033999E+12  2.3219066263E-02  9.8353601305E-17
  5.2686033999E+12  2.5071971662E-02  9.8373728742E-17
  5.2686033999E+12  2.7072740821E-02  9.8395239358E-17
  5.2686033999E+12  2.9233173419E-02  9.8418204761E-17
  5.2686033999E+12  3.1566010763E-02  9.8442695271E-17
  5.2686033999E+12  3.4085010929E-02  9.8468778032E-17
  5.2686033999E+12  3.6805029903E-02  9.8496515539E-17
  5.2686033999E+12  3.9742109192E-02  9.8525964700E-17
  5.2686033999E+12  4.2913570433E-02  9.8557173086E-17
  5.2686033999E+12  4.6338117547E-02  9.8590174694E-17
  5.2686033999E+12  5.0035947047E-02  9.8624987399E-17
  5.2686033999E+12  5.4028867150E-02  9.8661607769E-17
  5.2686033999E+12  5.8340426388E-02  9.8700004819E-17
  5.2686033999E+12  6.2996052495E-02  9.8740115992E-17
  5.2686033999E+12  6.8023202359E-02  9.8781839367E-17
  5.2686033999E+12  7.3451523959E-02  9.8825021160E-17
  5.2686033999E+12  7.9313031213E-02  9.8869447408E-17
  5.2686033999E+12  8.5642292783E-02  9.8914820258E-17
  5.2686033999E+12  9.2476635943E-02  9.8960743828E-17
  5.2686033999E+12  9.9856366727E-02  9.9006711094E-17
  5.2686033999E+12  1.0782500763E-01  9.9052059149E-17
  5.2686033999E+12  1.1642955428E-01  9.9095974148E-17
  5.2686033999E+12  1.2572075261E-01  9.9137464635E-17
  5.2686033999E+12  1.3575339814E-01  9.9175252411E-17
  5.2686033999E+12  1.4658665911E-01  9.9207750601E-17
  5.2686033999E+12  1.5828442547E-01  9.9233027178E-17
  5.2686033999E+12  1.7091568562E-01  9.9248650161E-17
  5.2686033999E+12  1.8455493335E-01  9.9251559123E-17
  5.2686033999E+12  1.9928260709E-01  9.9238021393E-17
  5.2686033999E+12  2.1518556436E-01  9.9203636810E-17
  5.2686033999E+12  2.3235759400E-01  9.9143237817E-17
  5.2686033999E+12  2.5089996929E-01  9.9050522372E-17
  5.2686033999E+12  2.7092204523E-01  9.8918070677E-17
  5.2686033999E+12  2.9254190344E-01  9.8736972742E-17
  5.2686033999E+12  3.1588704860E-01  9.8496469987E-17
  5.2686033999E+12  3.4109516039E-01  9.8183287994E-17
  5.2686033999E+12  3.6831490545E-01  9.7782250249E-17
  5.2686033999E+12  3.9770681421E-01  9.7275935006E-17
  5.2686033999E+12  4.2944422755E-01  9.6644160639E-17
  5.2686033999E+12  4.6371431916E-01  9.5863225778E-17
  5.2686033999E+12  5.0071919938E-01  9.4904836283E-17
  5.2686033999E+12  5.4067710714E-01  9.3738207567E-17
  5.2686033999E+12  5.8382369709E-01  9.2329377407E-17
  5.2686033999E+12  6.3041342936E-01  9.0639796851E-17
  5.2686033999E+12  6.8072107024E-01  8.8627207531E-17
  5.2686033999E+12  7.3504331267E-01  8.6249396058E-17
  5.2686033999E+12  7.9370052598E-01  8.3462199815E-17
  5.2686033999E+12  8.5703864533E-01  8.0222794801E-17
  5.2686033999E+12  9.2543121183E-01  7.6495829749E-17
  5.2686033999E+12  9.9928157557E-01  7.2252312046E-17
  5.2686033999E+12  1.0790252744E+00  6.7481433230E-17
  5.2686033999E+12  1.1651326025E+00  6.2191101141E-17
  5.2686033999E+12  1.2581113840E+00  5.6419922417E-17
  5.2686033999E+12  1.3585099681E+00  5.0239314652E-17
  5.2686033999E+12  1.4669204626E+00  4.3762953662E-17
  5.2686033999E+12  1.5839822262E+00  3.7144064231E-17
  5.2686033999E+12  1.7103856391E+00  3.0575415353E-17
  5.2686033999E+12  1.8468761745E+00  2.4275484151E-17
  5.2686033999E+12  1.9942587952E+00  1.8469749044E-17
  5.2686033999E+12  2.1534027008E+00  1.3364265858E-17
  5.2686033999E+12  2.3252464539E+00  9.1140360522E-18
  5.2686033999E+12  2.5108035155E+00  5.7961234260E-18
  5.2686033999E+12  2.7111682218E+00  3.3944112411E-18
  5.2686033999E+12  2.9275222379E+00  1.8035527319E-18
  5.2686033999E+12  3.1611415273E+00  8.5421132658E-19
  5.2686033999E+12  3.4134038766E+00  3.5316033546E-19
  5.2686033999E+12  3.6857970212E+00  1.2431633348E-19
  5.2686033999E+12  3.9799274192E+00  3.6170479793E-20
  5.2686033999E+12  4.2975297259E+00  8.3964737389E-21
  5.2686033999E+12  4.6404770237E+00  1.4908381781E-21
  5.2686033999E+12  5.0107918691E+00  1.9251002338E-22
  5.2686033999E+12  5.4106582205E+00  1.5533586625E-23
  5.2686033999E+12  5.8424343185E+00  1.0878066239E-25
  5.2686033999E+12  6.3086665938E+00  3.0543808233E-28
  5.2686033999E+12  6.8121046848E+00  7.0207361169E-31
  5.2686033999E+12  7.3557176540E+00  1.0734055242E-33
  5.2686033999E+12  7.9427114979E+00  8.4673949051E-37
  5.2686033999E+12  8.5765480550E+00  2.6687692465E-40
  5.2686033999E+12  9.2609654221E+00  3.5981792408E-44
  5.2686033999E+12  1.0000000000E+01  7.4474521328E-49
  6.7571865958E+12  5.0000000000E-03  6.0824276654E-17
  6.7571865958E+12  5.3990051491E-03  6.0826203882E-17
  6.7571865958E+12  5.8298513201E-03  6.0828278136E-17
  6.7571865958E+12  6.2950794591E-03  6.0830510020E-17
  6.7571865958E+12  6.7974332828E-03  6.0832910780E-17
  6.7571865958E+12  7.3398754590E-03  6.0835492346E-17
  6.7571865958E+12  7.9256050794E-03  6.0838267343E-17
  6.7571865958E+12  8.5580765267E-03  6.0841249093E-17
  6.7571865958E+12  9.2410198469E-03  6.0844451631E-17
  6.7571865958E+12  9.9784627473E-03  6.0847889678E-17
  6.7571865958E+12  1.0774754351E-02  6.0851578648E-17
  6.7571865958E+12  1.1634590844E-02  6.0855534638E-17
  6.7571865958E+12  1.2563043175E-02  6.0859774370E-17
  6.7571865958E+12  1.3565586958E-02  6.0864315129E-17
  6.7571865958E+12  1.4648134767E-02  6.0869174605E-17
  6.7571865958E+12  1.5817071007E-02  6.0874370794E-17
  6.7571865958E+12  1.7079289562E-02  6.0879921802E-17
  6.7571865958E+12  1.8442234458E-02  6.0885845648E-17
  6.7571865958E+12  1.9913943760E-02  6.0892160020E-17
  6.7571865958E+12  2.1503096980E-02  6.0898881868E-17
  6.7571865958E+12  2.3219066263E-02  6.0906027132E-17
  6.7571865958E+12  2.5071971662E-02  6.0913610117E-17
  6.7571865958E+12  2.7072740821E-02  6.0921642989E-17
  6.7571865958E+12  2.9233173419E-02  6.0930134578E-17
  6.7571865958E+12  3.1566010763E-02  6.0939089462E-17
  6.7571865958E+12  3.4085010929E-02  6.0948506930E-17
  6.7571865958E+12  3.6805029903E-02  6.0958380047E-17
  6.7571865958E+12  3.9742109192E-02  6.0968693254E-17
  6.7571865958E+12  4.2913570433E-02  6.0979419819E-17
  6.7571865958E+12  4.6338117547E-02  6.0990520044E-17
  6.7571865958E+12  5.0035947047E-02  6.1001938205E-17
  6.7571865958E+12  5.4028867150E-02  6.1013598264E-17
  6.7571865958E+12  5.8340426388E-02  6.1025401225E-17
  6.7571865958E+12  6.2996052495E-02  6.1037220944E-17
  6.7571865958E+12  6.8023202359E-02  6.1048895815E-17
  6.7571865958E+12  7.3451523959E-02  6.1060223994E-17
  6.7571865958E+12  7.9313031213E-02  6.1070952759E-17
  6.7571865958E+12  8.5642292783E-02  6.1080762831E-17
  6.7571865958E+12  9.2476635943E-02  6.1089265399E-17
  6.7571865958E+12  9.9856366727E-02  6.1095981575E-17
  6.7571865958E+12  1.0782500763E-01  6.1100321627E-17
  6.7571865958E+12  1.1642955428E-01  6.1101598210E-17
  6.7571865958E+12  1.2572075261E-01  6.1098967986E-17
  6.7571865958E+12  1.3575339814E-01  6.1091392126E-17
  6.7571865958E+12  1.4658665911E-01  6.1077626235E-17
  6.7571865958E+12  1.5828442547E-01  6.1056169623E-17
  6.7571865958E+12  1.7091568562E-01  6.1025163652E-17
  6.7571865958E+12  1.8455493335E-01  6.0982338276E-17
  6.7571865958E+12  1.9928260709E-01  6.0924979429E-17
  6.7571865958E+12  2.1518556436E-01  6.0849948018E-17
  6.7571865958E+12  2.3235759400E-01  6.0753541785E-17
  6.7571865958E+12  2.5089996929E-01  6.0631317148E-17
  6.7571865958E+12  2.7092204523E-01  6.0478127641E-17
  6.7571865958E+12  2.9254190344E-01  6.0287815464E-17
  6.7571865958E+12  3.1588704860E-01  6.0052976572E-17
  6.7571865958E+12  3.4109516039E-01  5.9764658406E-17
  6.7571865958E+12  3.6831490545E-01  5.9412839380E-17
  6.7571865958E+12  3.9770681421E-01  5.8985981303E-17
  6.7571865958E+12  4.2944422755E-01  5.8470921665E-17
  6.7571865958E+12  4.6371431916E-01  5.7852192096E-17
  6.7571865958E+12  5.0071919938E-01  5.7111789451E-17
  6.7571865958E+12  5.4067710714E-01  5.6230486953E-17
  6.7571865958E+12  5.8382369709E-01  5.5187300954E-17
  6.7571865958E+12  6.3041342936E-01  5.3958547635E-17
  6.7571865958E+12  6.8072107024E-01  5.2519490249E-17
  6.7571865958E+12  7.3504331267E-01  5.0846050237E-17
  6.7571865958E+12  7.9370052598E-01  4.8913618213E-17
  6.7571865958E+12  8.5703864533E-01  4.6700641793E-17
  6.7571865958E+12  9.2543121183E-01  4.4191243036E-17
  6.7571865958E+12  9.9928157557E-01  4.1375713749E-17
  6.7571865958E+12  1.0790252744E+00  3.8257718869E-17
  6.7571865958E+12  1.1651326025E+00  3.4854238136E-17
  6.7571865958E+12  1.2581113840E+00  3.1203223956E-17
  6.7571865958E+12  1.3585099681E+00  2.7363294102E-17
  6.7571865958E+12  1.4669204626E+00  2.3418469412E-17
  6.7571865958E+12  1.5839822262E+00  1.9474376741E-17
  6.7571865958E+12  1.7103856391E+00  1.5654884648E-17
  6.7571865958E+12  1.8468761745E+00  1.2091748913E-17
  6.7571865958E+12  1.9942587952E+00  8.9098853033E-18
  6.7571865958E+12  2.1534027008E+00  6.2106935377E-18
  6.7571865958E+12  2.3252464539E+00  4.0548542401E-18
  6.7571865958E+12  2.5108035155E+00  2.4505544770E-18
  6.7571865958E+12  2.7111682218E+00  1.3519419912E-18
  6.7571865958E+12  2.9275222379E+00  6.6971213610E-19
  6.7571865958E+12  3.1611415273E+00  2.9211280848E-19
  6.7571865958E+12  3.4134038766E+00  1.0960651278E-19
  6.7571865958E+12  3.6857970212E+00  3.4412407018E-20
  6.7571865958E+12  3.9799274192E+00  8.7468415042E-21
  6.7571865958E+12  4.2975297259E+00  1.7303724823E-21
  6.7571865958E+12  4.6404770237E+00  2.5418067120E-22
  6.7571865958E+12  5.0107918691E+00  2.6206496640E-23
  6.7571865958E+12  5.4106582205E+00  1.6179454460E-24
  6.7571865958E+12  5.8424343185E+00  8.2365323101E-27
  6.7571865958E+12  6.3086665938E+00  1.5807489632E-29
  6.7571865958E+12  6.8121046848E+00  2.3058784858E-32
  6.7571865958E+12  7.3557176540E+00  2.0457117787E-35
  6.7571865958E+12  7.9427114979E+00  8.4038736213E-39
  6.7571865958E+12  8.5765480550E+00  1.2102148274E-42
  6.7571865958E+12  9.2609654221E+00  6.3625013624E-47
  6.7571865958E+12  1.0000000000E+01  4.2372948767E-52
  8.6663518250E+12  5.0000000000E-03  3.7604928969E-17
  8.6663518250E+12  5.3990051491E-03  3.7605420428E-17
  8.6663518250E+12  5.8298513201E-03  3.7605946399E-17
  8.6663518250E+12  6.2950794591E-03  3.7606508849E-17
  8.6663518250E+12  6.7974332828E-03  3.7607109766E-17
  8.6663518250E+12  7.3398754590E-03  3.7607751148E-17
  8.6663518250E+12  7.9256050794E-03  3.7608434962E-17
  8.6663518250E+12  8.5580765267E-03  3.7609163144E-17
  8.6663518250E+12  9.2410198469E-03  3.7609937533E-17
  8.6663518250E+12  9.9784627473E-03  3.7610759817E-17
  8.6663518250E+12  1.0774754351E-02  3.7611631503E-17
  8.6663518250E+12  1.1634590844E-02  3.7612553785E-17
  8.6663518250E+12  1.2563043175E-02  3.7613527504E-17
  8.6663518250E+12  1.3565586958E-02  3.7614552991E-17
  8.6663518250E+12  1.4648134767E-02  3.7615629962E-17
  8.6663518250E+12  1.5817071007E-02  3.7616757348E-17
  8.6663518250E+12  1.7079289562E-02  3.7617933116E-17
  8.6663518250E+12  1.8442234458E-02  3.7619153987E-17
  8.6663518250E+12  1.9913943760E-02  3.7620415272E-17
  8.6663518250E+12  2.1503096980E-02  3.7621710430E-17
  8.6663518250E+12  2.3219066263E-02  3.7623030803E-17
  8.6663518250E+12  2.5071971662E-02  3.7624364982E-17
  8.6663518250E+12  2.7072740821E-02  3.7625698194E-17
  8.6663518250E+12  2.9233173419E-02  3.7627011634E-17
  8.6663518250E+12  3.1566010763E-02  3.7628281875E-17
  8.6663518250E+12  3.4085010929E-02  3.7629479950E-17
  8.6663518250E+12  3.6805029903E-02  3.7630569934E-17
  8.6663518250E+12  3.9742109192E-02  3.7631507331E-17
  8.6663518250E+12  4.2913570433E-02  3.7632237971E-17
  8.6663518250E+12  4.6338117547E-02  3.7632696005E-17
  8.6663518250E+12  5.0035947047E-02  3.7632801244E-17
  8.6663518250E+12  5.4028867150E-02  3.7632457369E-17
  8.6663518250E+12  5.8340426388E-02  3.7631549348E-17
  8.6663518250E+12  6.2996052495E-02  3.7629938752E-17
  8.6663518250E+12  6.8023202359E-02  3.7627460257E-17
  8.6663518250E+12  7.3451523959E-02  3.7623916583E-17
  8.6663518250E+12  7.9313031213E-02  3.7619068481E-17
  8.6663518250E+12  8.5642292783E-02  3.7612631052E-17
  8.6663518250E+12  9.2476635943E-02  3.7604266166E-17
  8.6663518250E+12  9.9856366727E-02  3.7593565850E-17
  8.6663518250E+12  1.0782500763E-01  3.7580052558E-17
  8.6663518250E+12  1.1642955428E-01  3.7563172156E-17
  8.6663518250E+12  1.2572075261E-01  3.7542251647E-17
  8.6663518250E+12  1.3575339814E-01  3.7516487835E-17
  8.6663518250E+12  1.4658665911E-01  3.7484937591E-17
  8.6663518250E+12  1.5828442547E-01  3.7446469706E-17
  8.6663518250E+12  1.7091568562E-01  3.7399706567E-17
  8.6663518250E+12  1.8455493335E-01  3.7343002712E-17
  8.6663518250E+12  1.9928260709E-01  3.7274427102E-17
  8.6663518250E+12  2.1518556436E-01  3.7191768776E-17
  8.6663518250E+12  2.3235759400E-01  3.7092414975E-17
  8.6663518250E+12  2.5089996929E-01  3.6973291122E-17
  8.6663518250E+12  2.7092204523E-01  3.6830857296E-17
  8.6663518250E+12  2.9254190344E-01  3.6660918896E-17
  8.6663518250E+12  3.1588704860E-01  3.6458438372E-17
  8.6663518250E+12  3.4109516039E-01  3.6217480697E-17
  8.6663518250E+12  3.6831490545E-01  3.5931483669E-17
  8.6663518250E+12  3.9770681421E-01  3.5592921576E-17
  8.6663518250E+12  4.2944422755E-01  3.5193306553E-17
  8.6663518250E+12  4.6371431916E-01  3.4722678491E-17
  8.6663518250E+12  5.0071919938E-01  3.4169833541E-17
  8.6663518250E+12  5.4067710714E-01  3.3522951324E-17
  8.6663518250E+12  5.8382369709E-01  3.2769334688E-17
  8.6663518250E+12  6.3041342936E-01  3.1894831413E-17
  8.6663518250E+12  6.8072107024E-01  3.0885476547E-17
  8.6663518250E+12  7.3504331267E-01  2.9728120086E-17
  8.6663518250E+12  7.9370052598E-01  2.8409917984E-17
  8.6663518250E+12  8.5703864533E-01  2.6921312972E-17
  8.6663518250E+12  9.2543121183E-01  2.5256860539E-17
  8.6663518250E+12  9.9928157557E-01  2.3416534282E-17
  8.6663518250E+12  1.0790252744E+00  2.1409476356E-17
  8.6663518250E+12  1.1651326025E+00  1.9254202421E-17
  8.6663518250E+12  1.2581113840E+00  1.6982603621E-17
  8.6663518250E+12  1.3585099681E+00  1.4639235964E-17
  8.6663518250E+12  1.4669204626E+00  1.2282668711E-17
  8.6663518250E+12  1.5839822262E+00  9.9822147944E-18
  8.6663518250E+12  1.7103856391E+00  7.8135034988E-18
  8.6663518250E+12  1.8468761745E+00  5.8512200664E-18
  8.6663518250E+12  1.9942587952E+00  4.1590063421E-18
  8.6663518250E+12  2.1534027008E+00  2.7798324001E-18
  8.6663518250E+12  2.3252464539E+00  1.7280199052E-18
  8.6663518250E+12  2.5108035155E+00  9.8607770808E-19
  8.6663518250E+12  2.7111682218E+00  5.0861380775E-19
  8.6663518250E+12  2.9275222379E+00  2.3281604027E-19
  8.6663518250E+12  3.1611415273E+00  9.2538539344E-20
  8.6663518250E+12  3.4134038766E+00  3.1121629399E-20
  8.6663518250E+12  3.6857970212E+00  8.5866416147E-21
  8.6663518250E+12  3.9799274192E+00  1.8733125248E-21
  8.6663518250E+12  4.2975297259E+00  3.0925528017E-22
  8.6663518250E+12  4.6404770237E+00  3.6651517747E-23
  8.6663518250E+12  5.0107918691E+00  2.9279672214E-24
  8.6663518250E+12  5.4106582205E+00  1.3342431573E-25
  8.6663518250E+12  5.8424343185E+00  4.7288922924E-28
  8.6663518250E+12  6.3086665938E+00  5.8893246158E-31
  8.6663518250E+12  6.8121046848E+00  5.1212003977E-34
  8.6663518250E+12  7.3557176540E+00  2.4445516478E-37
  8.6663518250E+12  7.9427114979E+00  4.7732851845E-41
  8.6663518250E+12  8.5765480550E+00  2.8118459318E-45
  8.6663518250E+12  9.2609654221E+00  5.0408579478E-50
  8.6663518250E+12  1.0000000000E+01  9.1780379187E-56
  1.1114929696E+13  5.0000000000E-03  2.3183438819E-17
  1.1114929696E+13  5.3990051491E-03  2.3183260908E-17
  1.1114929696E+13  5.8298513201E-03  2.3183065555E-17
  1.1114929696E+13  6.2950794591E-03  2.3182850829E-17
  1.1114929696E+13  6.7974332828E-03  2.3182614557E-17
  1.1114929696E+13  7.3398754590E-03  2.3182354285E-17
  1.1114929696E+13  7.9256050794E-03  2.3182067231E-17
  1.1114929696E+13  8.5580765267E-03  2.3181750257E-17
  1.1114929696E+13  9.2410198469E-03  2.3181399790E-17
  1.1114929696E+13  9.9784627473E-03  2.3181011783E-17
  1.1114929696E+13  1.0774754351E-02  2.3180581623E-17
  1.1114929696E+13  1.1634590844E-02  2.3180104042E-17
  1.1114929696E+13  1.2563043175E-02  2.3179573058E-17
  1.1114929696E+13  1.3565586958E-02  2.3178981811E-17
  1.1114929696E+13  1.4648134767E-02  2.3178322450E-17
  1.1114929696E+13  1.5817071007E-02  2.3177585995E-17
  1.1114929696E+13  1.7079289562E-02  2.3176762153E-17
  1.1114929696E+13  1.8442234458E-02  2.3175839078E-17
  1.1114929696E+13  1.9913943760E-02  2.3174803203E-17
  1.1114929696E+13  2.1503096980E-02  2.3173638863E-17
  1.1114929696E+13  2.3219066263E-02  2.3172327943E-17
  1.1114929696E+13  2.5071971662E-02  2.3170849508E-17
  1.1114929696E+13  2.7072740821E-02  2.3169179329E-17
  1.1114929696E+13  2.9233173419E-02  2.3167289511E-17
  1.1114929696E+13  3.1566010763E-02  2.3165147718E-17
  1.1114929696E+13  3.4085010929E-02  2.3162716386E-17
  1.1114929696E+13  3.6805029903E-02  2.3159951715E-17
  1.1114929696E+13  3.9742109192E-02  2.3156802951E-17
  1.1114929696E+13  4.2913570433E-02  2.3153211093E-17
  1.1114929696E+13  4.6338117547E-02  2.3149107258E-17
  1.1114929696E+13  5.0035947047E-02  2.3144411507E-17
  1.1114929696E+13  5.4028867150E-02  2.3139031185E-17
  1.1114929696E+13  5.8340426388E-02  2.3132858426E-17
  1.1114929696E+13  6.2996052495E-02  2.3125767511E-17
  1.1114929696E+13  6.8023202359E-02  2.3117612263E-17
  1.1114929696E+13  7.3451523959E-02  2.3108221057E-17
  1.1114929696E+13  7.9313031213E-02  2.3097392051E-17
  1.1114929696E+13  8.5642292783E-02  2.3084890716E-17
  1.1114929696E+13  9.2476635943E-02  2.3070441756E-17
  1.1114929696E+13  9.9856366727E-02  2.3053721298E-17
  1.1114929696E+13  1.0782500763E-01  2.3034361172E-17
  1.1114929696E+13  1.1642955428E-01  2.3011928892E-17
  1.1114929696E+13  1.2572075261E-01  2.2985911483E-17
  1.1114929696E+13  1.3575339814E-01  2.2955709825E-17
  1.1114929696E+13  1.4658665911E-01  2.2920625831E-17
  1.1114929696E+13  1.5828442547E-01  2.2879826739E-17
  1.1114929696E+13  1.7091568562E-01  2.2832317580E-17
  1.1114929696E+13  1.8455493335E-01  2.2776928730E-17
  1.1114929696E+13  1.9928260709E-01  2.2712312287E-17
  1.1114929696E+13  2.1518556436E-01  2.2636926929E-17
  1.1114929696E+13  2.3235759400E-01  2.2548957503E-17
  1.1114929696E+13  2.5089996929E-01  2.2446314409E-17
  1.1114929696E+13  2.7092204523E-01  2.2326586058E-17
  1.1114929696E+13  2.9254190344E-01  2.2186951431E-17
  1.1114929696E+13  3.1588704860E-01  2.2024032335E-17
  1.1114929696E+13  3.4109516039E-01  2.1833963685E-17
  1.1114929696E+13  3.6831490545E-01  2.1612485453E-17
  1.1114929696E+13  3.9770681421E-01  2.1354779219E-17
  1.1114929696E+13  4.2944422755E-01  2.1055441514E-17
  1.1114929696E+13  4.6371431916E-01  2.0708174432E-17
  1.1114929696E+13  5.0071919938E-01  2.0306167968E-17
  1.1114929696E+13  5.4067710714E-01  1.9842319949E-17
  1.1114929696E+13  5.8382369709E-01  1.9309136249E-17
  1.1114929696E+13  6.3041342936E-01  1.8698479983E-17
  1.1114929696E+13  6.8072107024E-01  1.8002847808E-17
  1.1114929696E+13  7.3504331267E-01  1.7215516913E-17
  1.1114929696E+13  7.9370052598E-01  1.6330489657E-17
  1.1114929696E+13  8.5703864533E-01  1.5344612162E-17
  1.1114929696E+13  9.2543121183E-01  1.4257618146E-17
  1.1114929696E+13  9.9928157557E-01  1.3073626210E-17
  1.1114929696E+13  1.0790252744E+00  1.1802699826E-17
  1.1114929696E+13  1.1651326025E+00  1.0461298020E-17
  1.1114929696E+13  1.2581113840E+00  9.0738596112E-18
  1.1114929696E+13  1.3585099681E+00  7.6722036286E-18
  1.1114929696E+13  1.4669204626E+00  6.2950309581E-18
  1.1114929696E+13  1.5839822262E+00  4.9854803438E-18
  1.1114929696E+13  1.7103856391E+00  3.7870565894E-18
  1.1114929696E+13  1.8468761745E+00  2.7388125487E-18
  1.1114929696E+13  1.9942587952E+00  1.8692971789E-18
  1.1114929696E+13  2.1534027008E+00  1.1916399732E-18
  1.1114929696E+13  2.3252464539E+00  7.0087582270E-19
  1.1114929696E+13  2.5108035155E+00  3.7485820743E-19
  1.1114929696E+13  2.7111682218E+00  1.7920341749E-19
  1.1114929696E+13  2.9275222379E+00  7.5024279382E-20
  1.1114929696E+13  3.1611415273E+00  2.6846008936E-20
  1.1114929696E+13  3.4134038766E+00  7.9765102945E-21
  1.1114929696E+13  3.6857970212E+00  1.9011526810E-21
  1.1114929696E+13  3.9799274192E+00  3.4881744794E-22
  1.1114929696E+13  4.2975297259E+00  4.6898572828E-23
  1.1114929696E+13  4.6404770237E+00  4.3559324601E-24
  1.1114929696E+13  5.0107918691E+00  2.6040279246E-25
  1.1114929696E+13  5.4106582205E+00  8.4002515053E-27
  1.1114929696E+13  5.8424343185E+00  1.9713469762E-29
  1.1114929696E+13  6.3086665938E+00  1.4997196730E-32
  1.1114929696E+13  6.8121046848E+00  7.2275095770E-36
  1.1114929696E+13  7.3557176540E+00  1.6997347641E-39
  1.1114929696E+13  7.9427114979E+00  1.4180378886E-43
  1.1114929696E+13  8.5765480550E+00  3.0028448084E-48
  1.1114929696E+13  9.2609654221E+00  1.5690936331E-53
  1.1114929696E+13  1.0000000000E+01  6.4535140735E-60
  1.4255325037E+13  5.0000000000E-03  1.4244482299E-17
  1.4255325037E+13  5.3990051491E-03  1.4244042703E-17
  1.4255325037E+13  5.8298513201E-03  1.4243565815E-17
  1.4255325037E+13  6.2950794591E-03  1.4243048288E-17
  1.4255325037E+13  6.7974332828E-03  1.4242486448E-17
  1.4255325037E+13  7.3398754590E-03  1.4241876255E-17
