 #  virial mass [solar mass]    red-shift        dndM 
  2.6683679009E+07  1.4669204626E+00  2.3252863810E-06
  2.6683679009E+07  1.5839822262E+00  2.4166125085E-06
  2.6683679009E+07  1.7103856391E+00  2.5119835635E-06
  2.6683679009E+07  1.8468761745E+00  2.6109854321E-06
  2.6683679009E+07  1.9942587952E+00  2.7130632015E-06
  2.6683679009E+07  2.1534027008E+00  2.8174497827E-06
  2.6683679009E+07  2.3252464539E+00  2.9231414195E-06
  2.6683679009E+07  2.5108035155E+00  3.0288529310E-06
  2.6683679009E+07  2.7111682218E+00  3.1329592938E-06
  2.6683679009E+07  2.9275222379E+00  3.2334523799E-06
  2.6683679009E+07  3.1611415273E+00  3.3278964558E-06
  2.6683679009E+07  3.4134038766E+00  3.4133595772E-06
  2.6683679009E+07  3.6857970212E+00  3.4864456535E-06
  2.6683679009E+07  3.9799274192E+00  3.5432175689E-06
  2.6683679009E+07  4.2975297259E+00  3.5793261595E-06
  2.6683679009E+07  4.6404770237E+00  3.5900581562E-06
  2.6683679009E+07  5.0107918691E+00  3.5705257533E-06
  2.6683679009E+07  5.4106582205E+00  3.2089490407E-06
  2.6683679009E+07  5.8424343185E+00  3.8843427591E-07
  2.6683679009E+07  6.3086665938E+00  3.1845048328E-08
  2.6683679009E+07  6.8121046848E+00  3.9975745996E-09
  2.6683679009E+07  7.3557176540E+00  7.0581566180E-10
  2.6683679009E+07  7.9427114979E+00  1.5761516176E-10
  2.6683679009E+07  8.5765480550E+00  4.1201156659E-11
  2.6683679009E+07  9.2609654221E+00  1.6739431535E-11
  2.6683679009E+07  1.0000000000E+01  4.9205910163E-12
  3.4222845114E+07  5.0000000000E-03  6.6160530270E-07
  3.4222845114E+07  5.3990051491E-03  6.6179642847E-07
  3.4222845114E+07  5.8298513201E-03  6.6200286395E-07
  3.4222845114E+07  6.2950794591E-03  6.6222584032E-07
  3.4222845114E+07  6.7974332828E-03  6.6246668865E-07
  3.4222845114E+07  7.3398754590E-03  6.6272684790E-07
  3.4222845114E+07  7.9256050794E-03  6.6300787406E-07
  3.4222845114E+07  8.5580765267E-03  6.6331144981E-07
  3.4222845114E+07  9.2410198469E-03  6.6363939437E-07
  3.4222845114E+07  9.9784627473E-03  6.6399367642E-07
  3.4222845114E+07  1.0774754351E-02  6.6437642481E-07
  3.4222845114E+07  1.1634590844E-02  6.6478994257E-07
  3.4222845114E+07  1.2563043175E-02  6.6523672226E-07
  3.4222845114E+07  1.3565586958E-02  6.6571946096E-07
  3.4222845114E+07  1.4648134767E-02  6.6624107748E-07
  3.4222845114E+07  1.5817071007E-02  6.6680473199E-07
  3.4222845114E+07  1.7079289562E-02  6.6741384586E-07
  3.4222845114E+07  1.8442234458E-02  6.6807212434E-07
  3.4222845114E+07  1.9913943760E-02  6.6878358055E-07
  3.4222845114E+07  2.1503096980E-02  6.6955256161E-07
  3.4222845114E+07  2.3219066263E-02  6.7038377847E-07
  3.4222845114E+07  2.5071971662E-02  6.7128233671E-07
  3.4222845114E+07  2.7072740821E-02  6.7225377098E-07
  3.4222845114E+07  2.9233173419E-02  6.7330408293E-07
  3.4222845114E+07  3.1566010763E-02  6.7443978114E-07
  3.4222845114E+07  3.4085010929E-02  6.7566792621E-07
  3.4222845114E+07  3.6805029903E-02  6.7699617967E-07
  3.4222845114E+07  3.9742109192E-02  6.7843285757E-07
  3.4222845114E+07  4.2913570433E-02  6.7998698770E-07
  3.4222845114E+07  4.6338117547E-02  6.8166837342E-07
  3.4222845114E+07  5.0035947047E-02  6.8348766339E-07
  3.4222845114E+07  5.4028867150E-02  6.8545642562E-07
  3.4222845114E+07  5.8340426388E-02  6.8758722793E-07
  3.4222845114E+07  6.2996052495E-02  6.8989372989E-07
  3.4222845114E+07  6.8023202359E-02  6.9239078328E-07
  3.4222845114E+07  7.3451523959E-02  6.9509453728E-07
  3.4222845114E+07  7.9313031213E-02  6.9802255900E-07
  3.4222845114E+07  8.5642292783E-02  7.0119396082E-07
  3.4222845114E+07  9.2476635943E-02  7.0462954090E-07
  3.4222845114E+07  9.9856366727E-02  7.0835195537E-07
  3.4222845114E+07  1.0782500763E-01  7.1238589947E-07
  3.4222845114E+07  1.1642955428E-01  7.1675827387E-07
  3.4222845114E+07  1.2572075261E-01  7.2149833484E-07
  3.4222845114E+07  1.3575339814E-01  7.2663790231E-07
  3.4222845114E+07  1.4658665911E-01  7.3221155673E-07
  3.4222845114E+07  1.5828442547E-01  7.3825688220E-07
  3.4222845114E+07  1.7091568562E-01  7.4481464625E-07
  3.4222845114E+07  1.8455493335E-01  7.5192899770E-07
  3.4222845114E+07  1.9928260709E-01  7.5964768688E-07
  3.4222845114E+07  2.1518556436E-01  7.6802247312E-07
  3.4222845114E+07  2.3235759400E-01  7.7710952722E-07
  3.4222845114E+07  2.5089996929E-01  7.8696977267E-07
  3.4222845114E+07  2.7092204523E-01  7.9766907677E-07
  3.4222845114E+07  2.9254190344E-01  8.0927804776E-07
  3.4222845114E+07  3.1588704860E-01  8.2187206355E-07
  3.4222845114E+07  3.4109516039E-01  8.3553210251E-07
  3.4222845114E+07  3.6831490545E-01  8.5034499556E-07
  3.4222845114E+07  3.9770681421E-01  8.6640338844E-07
  3.4222845114E+07  4.2944422755E-01  8.8380424136E-07
  3.4222845114E+07  4.6371431916E-01  9.0264861007E-07
  3.4222845114E+07  5.0071919938E-01  9.2304387913E-07
  3.4222845114E+07  5.4067710714E-01  9.4510242640E-07
  3.4222845114E+07  5.8382369709E-01  9.6894031524E-07
  3.4222845114E+07  6.3041342936E-01  9.9467572345E-07
  3.4222845114E+07  6.8072107024E-01  1.0224259258E-06
  3.4222845114E+07  7.3504331267E-01  1.0523083165E-06
  3.4222845114E+07  7.9370052598E-01  1.0844398796E-06
  3.4222845114E+07  8.5703864533E-01  1.1189341493E-06
  3.4222845114E+07  9.2543121183E-01  1.1558906679E-06
  3.4222845114E+07  9.9928157557E-01  1.1953974993E-06
  3.4222845114E+07  1.0790252744E+00  1.2375317451E-06
  3.4222845114E+07  1.1651326025E+00  1.2823452829E-06
  3.4222845114E+07  1.2581113840E+00  1.3298539446E-06
  3.4222845114E+07  1.3585099681E+00  1.3800487281E-06
  3.4222845114E+07  1.4669204626E+00  1.4328672619E-06
  3.4222845114E+07  1.5839822262E+00  1.4881853458E-06
  3.4222845114E+07  1.7103856391E+00  1.5458214075E-06
  3.4222845114E+07  1.8468761745E+00  1.6054863924E-06
  3.4222845114E+07  1.9942587952E+00  1.6668051101E-06
  3.4222845114E+07  2.1534027008E+00  1.7292558683E-06
  3.4222845114E+07  2.3252464539E+00  1.7921767778E-06
  3.4222845114E+07  2.5108035155E+00  1.8547120382E-06
  3.4222845114E+07  2.7111682218E+00  1.9158049966E-06
  3.4222845114E+07  2.9275222379E+00  1.9741414194E-06
  3.4222845114E+07  3.1611415273E+00  2.0281560237E-06
  3.4222845114E+07  3.4134038766E+00  2.0759651616E-06
  3.4222845114E+07  3.6857970212E+00  2.1154120156E-06
  3.4222845114E+07  3.9799274192E+00  2.1440228368E-06
  3.4222845114E+07  4.2975297259E+00  2.1590832883E-06
  3.4222845114E+07  4.6404770237E+00  2.1577141989E-06
  3.4222845114E+07  5.0107918691E+00  2.1369775014E-06
  3.4222845114E+07  5.4106582205E+00  1.9112300444E-06
  3.4222845114E+07  5.8424343185E+00  2.3004307568E-07
  3.4222845114E+07  6.3086665938E+00  1.8735952212E-08
  3.4222845114E+07  6.8121046848E+00  2.3340152916E-09
  3.4222845114E+07  7.3557176540E+00  4.0843525543E-10
  3.4222845114E+07  7.9427114979E+00  9.0263639100E-11
  3.4222845114E+07  8.5765480550E+00  2.3310632257E-11
  3.4222845114E+07  9.2609654221E+00  9.3375016801E-12
  3.4222845114E+07  1.0000000000E+01  2.6996855294E-12
  4.3892115751E+07  5.0000000000E-03  4.1105060832E-07
  4.3892115751E+07  5.3990051491E-03  4.1116838933E-07
  4.3892115751E+07  5.8298513201E-03  4.1129560456E-07
  4.3892115751E+07  6.2950794591E-03  4.1143301267E-07
  4.3892115751E+07  6.7974332828E-03  4.1158143375E-07
  4.3892115751E+07  7.3398754590E-03  4.1174175449E-07
  4.3892115751E+07  7.9256050794E-03  4.1191493363E-07
  4.3892115751E+07  8.5580765267E-03  4.1210200782E-07
  4.3892115751E+07  9.2410198469E-03  4.1230409819E-07
  4.3892115751E+07  9.9784627473E-03  4.1252241745E-07
  4.3892115751E+07  1.0774754351E-02  4.1275827726E-07
  4.3892115751E+07  1.1634590844E-02  4.1301309664E-07
  4.3892115751E+07  1.2563043175E-02  4.1328841101E-07
  4.3892115751E+07  1.3565586958E-02  4.1358588198E-07
  4.3892115751E+07  1.4648134767E-02  4.1390730790E-07
  4.3892115751E+07  1.5817071007E-02  4.1425463545E-07
  4.3892115751E+07  1.7079289562E-02  4.1462997236E-07
  4.3892115751E+07  1.8442234458E-02  4.1503560086E-07
  4.3892115751E+07  1.9913943760E-02  4.1547399294E-07
  4.3892115751E+07  2.1503096980E-02  4.1594782634E-07
  4.3892115751E+07  2.3219066263E-02  4.1646000275E-07
  4.3892115751E+07  2.5071971662E-02  4.1701366663E-07
  4.3892115751E+07  2.7072740821E-02  4.1761222694E-07
  4.3892115751E+07  2.9233173419E-02  4.1825937928E-07
  4.3892115751E+07  3.1566010763E-02  4.1895913158E-07
  4.3892115751E+07  3.4085010929E-02  4.1971583182E-07
  4.3892115751E+07  3.6805029903E-02  4.2053419760E-07
  4.3892115751E+07  3.9742109192E-02  4.2141934879E-07
  4.3892115751E+07  4.2913570433E-02  4.2237684329E-07
  4.3892115751E+07  4.6338117547E-02  4.2341271608E-07
  4.3892115751E+07  5.0035947047E-02  4.2453352166E-07
  4.3892115751E+07  5.4028867150E-02  4.2574637862E-07
  4.3892115751E+07  5.8340426388E-02  4.2705902089E-07
  4.3892115751E+07  6.2996052495E-02  4.2847985437E-07
  4.3892115751E+07  6.8023202359E-02  4.3001801653E-07
  4.3892115751E+07  7.3451523959E-02  4.3168344117E-07
  4.3892115751E+07  7.9313031213E-02  4.3348693358E-07
  4.3892115751E+07  8.5642292783E-02  4.3544024429E-07
  4.3892115751E+07  9.2476635943E-02  4.3755616190E-07
  4.3892115751E+07  9.9856366727E-02  4.3984861728E-07
  4.3892115751E+07  1.0782500763E-01  4.4233279370E-07
  4.3892115751E+07  1.1642955428E-01  4.4502521660E-07
  4.3892115751E+07  1.2572075261E-01  4.4794385765E-07
  4.3892115751E+07  1.3575339814E-01  4.5110825779E-07
  4.3892115751E+07  1.4658665911E-01  4.5453965147E-07
  4.3892115751E+07  1.5828442547E-01  4.5826110967E-07
  4.3892115751E+07  1.7091568562E-01  4.6229764189E-07
  4.3892115751E+07  1.8455493335E-01  4.6667630993E-07
  4.3892115751E+07  1.9928260709E-01  4.7142637632E-07
  4.3892115751E+07  2.1518556436E-01  4.7657954792E-07
  4.3892115751E+07  2.3235759400E-01  4.8217022044E-07
  4.3892115751E+07  2.5089996929E-01  4.8823570572E-07
  4.3892115751E+07  2.7092204523E-01  4.9481629622E-07
  4.3892115751E+07  2.9254190344E-01  5.0195512799E-07
  4.3892115751E+07  3.1588704860E-01  5.0969822534E-07
  4.3892115751E+07  3.4109516039E-01  5.1809502685E-07
  4.3892115751E+07  3.6831490545E-01  5.2719841721E-07
  4.3892115751E+07  3.9770681421E-01  5.3706476419E-07
  4.3892115751E+07  4.2944422755E-01  5.4775286090E-07
  4.3892115751E+07  4.6371431916E-01  5.5932403694E-07
  4.3892115751E+07  5.0071919938E-01  5.7184340853E-07
  4.3892115751E+07  5.4067710714E-01  5.8537881612E-07
  4.3892115751E+07  5.8382369709E-01  6.0000023082E-07
  4.3892115751E+07  6.3041342936E-01  6.1577838937E-07
  4.3892115751E+07  6.8072107024E-01  6.3278300529E-07
  4.3892115751E+07  7.3504331267E-01  6.5108410335E-07
  4.3892115751E+07  7.9370052598E-01  6.7075066029E-07
  4.3892115751E+07  8.5703864533E-01  6.9184878449E-07
  4.3892115751E+07  9.2543121183E-01  7.1443467967E-07
  4.3892115751E+07  9.9928157557E-01  7.3855804761E-07
  4.3892115751E+07  1.0790252744E+00  7.6426040869E-07
  4.3892115751E+07  1.1651326025E+00  7.9156504097E-07
  4.3892115751E+07  1.2581113840E+00  8.2047379490E-07
  4.3892115751E+07  1.3585099681E+00  8.5097120911E-07
  4.3892115751E+07  1.4669204626E+00  8.8300457992E-07
  4.3892115751E+07  1.5839822262E+00  9.1648464587E-07
  4.3892115751E+07  1.7103856391E+00  9.5128127523E-07
  4.3892115751E+07  1.8468761745E+00  9.8719597813E-07
  4.3892115751E+07  1.9942587952E+00  1.0239750712E-06
  4.3892115751E+07  2.1534027008E+00  1.0612672658E-06
  4.3892115751E+07  2.3252464539E+00  1.0986365642E-06
  4.3892115751E+07  2.5108035155E+00  1.1355164255E-06
  4.3892115751E+07  2.7111682218E+00  1.1712204618E-06
  4.3892115751E+07  2.9275222379E+00  1.2048935527E-06
  4.3892115751E+07  3.1611415273E+00  1.2355299547E-06
  4.3892115751E+07  3.4134038766E+00  1.2619272428E-06
  4.3892115751E+07  3.6857970212E+00  1.2827170234E-06
  4.3892115751E+07  3.9799274192E+00  1.2963542736E-06
  4.3892115751E+07  4.2975297259E+00  1.3011546771E-06
  4.3892115751E+07  4.6404770237E+00  1.2953693912E-06
  4.3892115751E+07  5.0107918691E+00  1.2772527562E-06
  4.3892115751E+07  5.4106582205E+00  1.1364685568E-06
  4.3892115751E+07  5.8424343185E+00  1.3597524633E-07
  4.3892115751E+07  6.3086665938E+00  1.0997912644E-08
  4.3892115751E+07  6.8121046848E+00  1.3590228657E-09
  4.3892115751E+07  7.3557176540E+00  2.3558809334E-10
  4.3892115751E+07  7.9427114979E+00  5.1495564171E-11
  4.3892115751E+07  8.5765480550E+00  1.3129256338E-11
  4.3892115751E+07  9.2609654221E+00  5.1809454130E-12
  4.3892115751E+07  1.0000000000E+01  1.4719137424E-12
  5.6293327415E+07  5.0000000000E-03  2.5544256058E-07
  5.6293327415E+07  5.3990051491E-03  2.5551514765E-07
  5.6293327415E+07  5.8298513201E-03  2.5559354870E-07
  5.6293327415E+07  6.2950794591E-03  2.5567823122E-07
  5.6293327415E+07  6.7974332828E-03  2.5576970057E-07
  5.6293327415E+07  7.3398754590E-03  2.5586850312E-07
  5.6293327415E+07  7.9256050794E-03  2.5597522964E-07
  5.6293327415E+07  8.5580765267E-03  2.5609051883E-07
  5.6293327415E+07  9.2410198469E-03  2.5621506159E-07
  5.6293327415E+07  9.9784627473E-03  2.5634960508E-07
  5.6293327415E+07  1.0774754351E-02  2.5649495750E-07
  5.6293327415E+07  1.1634590844E-02  2.5665199314E-07
  5.6293327415E+07  1.2563043175E-02  2.5682165805E-07
  5.6293327415E+07  1.3565586958E-02  2.5700497594E-07
  5.6293327415E+07  1.4648134767E-02  2.5720305473E-07
  5.6293327415E+07  1.5817071007E-02  2.5741709376E-07
  5.6293327415E+07  1.7079289562E-02  2.5764839143E-07
  5.6293327415E+07  1.8442234458E-02  2.5789835371E-07
  5.6293327415E+07  1.9913943760E-02  2.5816850340E-07
  5.6293327415E+07  2.1503096980E-02  2.5846049001E-07
  5.6293327415E+07  2.3219066263E-02  2.5877610090E-07
  5.6293327415E+07  2.5071971662E-02  2.5911727282E-07
  5.6293327415E+07  2.7072740821E-02  2.5948610516E-07
  5.6293327415E+07  2.9233173419E-02  2.5988487399E-07
  5.6293327415E+07  3.1566010763E-02  2.6031604770E-07
  5.6293327415E+07  3.4085010929E-02  2.6078230373E-07
  5.6293327415E+07  3.6805029903E-02  2.6128654702E-07
  5.6293327415E+07  3.9742109192E-02  2.6183192985E-07
  5.6293327415E+07  4.2913570433E-02  2.6242187408E-07
  5.6293327415E+07  4.6338117547E-02  2.6306009508E-07
  5.6293327415E+07  5.0035947047E-02  2.6375062682E-07
  5.6293327415E+07  5.4028867150E-02  2.6449785038E-07
  5.6293327415E+07  5.8340426388E-02  2.6530652568E-07
  5.6293327415E+07  6.2996052495E-02  2.6618182536E-07
  5.6293327415E+07  6.8023202359E-02  2.6712937096E-07
  5.6293327415E+07  7.3451523959E-02  2.6815527405E-07
  5.6293327415E+07  7.9313031213E-02  2.6926617933E-07
  5.6293327415E+07  8.5642292783E-02  2.7046931212E-07
  5.6293327415E+07  9.2476635943E-02  2.7177253694E-07
  5.6293327415E+07  9.9856366727E-02  2.7318442039E-07
  5.6293327415E+07  1.0782500763E-01  2.7471429523E-07
  5.6293327415E+07  1.1642955428E-01  2.7637231301E-07
  5.6293327415E+07  1.2572075261E-01  2.7816951409E-07
  5.6293327415E+07  1.3575339814E-01  2.8011789795E-07
  5.6293327415E+07  1.4658665911E-01  2.8223050502E-07
  5.6293327415E+07  1.5828442547E-01  2.8452149446E-07
  5.6293327415E+07  1.7091568562E-01  2.8700620757E-07
  5.6293327415E+07  1.8455493335E-01  2.8970122982E-07
  5.6293327415E+07  1.9928260709E-01  2.9262449274E-07
  5.6293327415E+07  2.1518556436E-01  2.9579541728E-07
  5.6293327415E+07  2.3235759400E-01  2.9923506542E-07
  5.6293327415E+07  2.5089996929E-01  3.0296628531E-07
  5.6293327415E+07  2.7092204523E-01  3.0701371464E-07
  5.6293327415E+07  2.9254190344E-01  3.1140369948E-07
  5.6293327415E+07  3.1588704860E-01  3.1616434591E-07
  5.6293327415E+07  3.4109516039E-01  3.2132581001E-07
  5.6293327415E+07  3.6831490545E-01  3.2692030086E-07
  5.6293327415E+07  3.9770681421E-01  3.3298207835E-07
  5.6293327415E+07  4.2944422755E-01  3.3954677737E-07
  5.6293327415E+07  4.6371431916E-01  3.4665162004E-07
  5.6293327415E+07  5.0071919938E-01  3.5433602967E-07
  5.6293327415E+07  5.4067710714E-01  3.6264094676E-07
  5.6293327415E+07  5.8382369709E-01  3.7160848098E-07
  5.6293327415E+07  6.3041342936E-01  3.8128086292E-07
  5.6293327415E+07  6.8072107024E-01  3.9169949830E-07
  5.6293327415E+07  7.3504331267E-01  4.0290602533E-07
  5.6293327415E+07  7.9370052598E-01  4.1494100833E-07
  5.6293327415E+07  8.5703864533E-01  4.2784260652E-07
  5.6293327415E+07  9.2543121183E-01  4.4164229851E-07
  5.6293327415E+07  9.9928157557E-01  4.5636777900E-07
  5.6293327415E+07  1.0790252744E+00  4.7204071414E-07
  5.6293327415E+07  1.1651326025E+00  4.8866990185E-07
  5.6293327415E+07  1.2581113840E+00  5.0625156807E-07
  5.6293327415E+07  1.3585099681E+00  5.2476958472E-07
  5.6293327415E+07  1.4669204626E+00  5.4418254321E-07
  5.6293327415E+07  1.5839822262E+00  5.6442736844E-07
  5.6293327415E+07  1.7103856391E+00  5.8541176595E-07
  5.6293327415E+07  1.8468761745E+00  6.0700117742E-07
  5.6293327415E+07  1.9942587952E+00  6.2902413727E-07
  5.6293327415E+07  2.1534027008E+00  6.5124638604E-07
  5.6293327415E+07  2.3252464539E+00  6.7338033465E-07
  5.6293327415E+07  2.5108035155E+00  6.9505380705E-07
  5.6293327415E+07  2.7111682218E+00  7.1582050745E-07
  5.6293327415E+07  2.9275222379E+00  7.3512770031E-07
  5.6293327415E+07  3.1611415273E+00  7.5232927059E-07
  5.6293327415E+07  3.4134038766E+00  7.6666187994E-07
  5.6293327415E+07  3.6857970212E+00  7.7725931437E-07
  5.6293327415E+07  3.9799274192E+00  7.8316176064E-07
  5.6293327415E+07  4.2975297259E+00  7.8333179395E-07
  5.6293327415E+07  4.6404770237E+00  7.7671269794E-07
  5.6293327415E+07  5.0107918691E+00  7.6228130462E-07
  5.6293327415E+07  5.4106582205E+00  6.7459126964E-07
  5.6293327415E+07  5.8424343185E+00  8.0205551037E-08
  5.6293327415E+07  6.3086665938E+00  6.4397468165E-09
  5.6293327415E+07  6.8121046848E+00  7.8899628488E-10
  5.6293327415E+07  7.3557176540E+00  1.3541778437E-10
  5.6293327415E+07  7.9427114979E+00  2.9257987449E-11
  5.6293327415E+07  8.5765480550E+00  7.3590373757E-12
  5.6293327415E+07  9.2609654221E+00  2.8582646058E-12
  5.6293327415E+07  1.0000000000E+01  7.9711329858E-13
  7.2198358572E+07  5.0000000000E-03  1.5877945276E-07
  7.2198358572E+07  5.3990051491E-03  1.5882419006E-07
  7.2198358572E+07  5.8298513201E-03  1.5887251052E-07
  7.2198358572E+07  6.2950794591E-03  1.5892470224E-07
  7.2198358572E+07  6.7974332828E-03  1.5898107662E-07
  7.2198358572E+07  7.3398754590E-03  1.5904197037E-07
  7.2198358572E+07  7.9256050794E-03  1.5910774752E-07
  7.2198358572E+07  8.5580765267E-03  1.5917880171E-07
  7.2198358572E+07  9.2410198469E-03  1.5925555861E-07
  7.2198358572E+07  9.9784627473E-03  1.5933847863E-07
  7.2198358572E+07  1.0774754351E-02  1.5942805978E-07
  7.2198358572E+07  1.1634590844E-02  1.5952484078E-07
  7.2198358572E+07  1.2563043175E-02  1.5962940453E-07
  7.2198358572E+07  1.3565586958E-02  1.5974238178E-07
  7.2198358572E+07  1.4648134767E-02  1.5986445514E-07
  7.2198358572E+07  1.5817071007E-02  1.5999636353E-07
  7.2198358572E+07  1.7079289562E-02  1.6013890686E-07
  7.2198358572E+07  1.8442234458E-02  1.6029295137E-07
  7.2198358572E+07  1.9913943760E-02  1.6045943513E-07
  7.2198358572E+07  2.1503096980E-02  1.6063937432E-07
  7.2198358572E+07  2.3219066263E-02  1.6083386986E-07
  7.2198358572E+07  2.5071971662E-02  1.6104411471E-07
  7.2198358572E+07  2.7072740821E-02  1.6127140192E-07
  7.2198358572E+07  2.9233173419E-02  1.6151713343E-07
  7.2198358572E+07  3.1566010763E-02  1.6178282939E-07
  7.2198358572E+07  3.4085010929E-02  1.6207013866E-07
  7.2198358572E+07  3.6805029903E-02  1.6238085000E-07
  7.2198358572E+07  3.9742109192E-02  1.6271690441E-07
  7.2198358572E+07  4.2913570433E-02  1.6308040882E-07
  7.2198358572E+07  4.6338117547E-02  1.6347365020E-07
  7.2198358572E+07  5.0035947047E-02  1.6389911152E-07
  7.2198358572E+07  5.4028867150E-02  1.6435948934E-07
  7.2198358572E+07  5.8340426388E-02  1.6485771326E-07
  7.2198358572E+07  6.2996052495E-02  1.6539696629E-07
  7.2198358572E+07  6.8023202359E-02  1.6598070700E-07
  7.2198358572E+07  7.3451523959E-02  1.6661269522E-07
  7.2198358572E+07  7.9313031213E-02  1.6729701696E-07
  7.2198358572E+07  8.5642292783E-02  1.6803811559E-07
  7.2198358572E+07  9.2476635943E-02  1.6884082771E-07
  7.2198358572E+07  9.9856366727E-02  1.6971042157E-07
  7.2198358572E+07  1.0782500763E-01  1.7065263208E-07
  7.2198358572E+07  1.1642955428E-01  1.7167369569E-07
  7.2198358572E+07  1.2572075261E-01  1.7278039463E-07
  7.2198358572E+07  1.3575339814E-01  1.7398009746E-07
  7.2198358572E+07  1.4658665911E-01  1.7528081239E-07
  7.2198358572E+07  1.5828442547E-01  1.7669122756E-07
  7.2198358572E+07  1.7091568562E-01  1.7822075206E-07
  7.2198358572E+07  1.8455493335E-01  1.7987955011E-07
  7.2198358572E+07  1.9928260709E-01  1.8167860864E-07
  7.2198358572E+07  2.1518556436E-01  1.8362982137E-07
  7.2198358572E+07  2.3235759400E-01  1.8574608624E-07
  7.2198358572E+07  2.5089996929E-01  1.8804139138E-07
  7.2198358572E+07  2.7092204523E-01  1.9053079439E-07
  7.2198358572E+07  2.9254190344E-01  1.9323038395E-07
  7.2198358572E+07  3.1588704860E-01  1.9615732544E-07
  7.2198358572E+07  3.4109516039E-01  1.9932999616E-07
  7.2198358572E+07  3.6831490545E-01  2.0276801140E-07
  7.2198358572E+07  3.9770681421E-01  2.0649216765E-07
  7.2198358572E+07  4.2944422755E-01  2.1052405973E-07
  7.2198358572E+07  4.6371431916E-01  2.1488627482E-07
  7.2198358572E+07  5.0071919938E-01  2.1960263879E-07
  7.2198358572E+07  5.4067710714E-01  2.2469785387E-07
  7.2198358572E+07  5.8382369709E-01  2.3019720796E-07
  7.2198358572E+07  6.3041342936E-01  2.3612583504E-07
  7.2198358572E+07  6.8072107024E-01  2.4250832124E-07
  7.2198358572E+07  7.3504331267E-01  2.4936932627E-07
  7.2198358572E+07  7.9370052598E-01  2.5673261871E-07
  7.2198358572E+07  8.5703864533E-01  2.6461999965E-07
  7.2198358572E+07  9.2543121183E-01  2.7304895142E-07
  7.2198358572E+07  9.9928157557E-01  2.8203462841E-07
  7.2198358572E+07  1.0790252744E+00  2.9158780210E-07
  7.2198358572E+07  1.1651326025E+00  3.0171040672E-07
  7.2198358572E+07  1.2581113840E+00  3.1239699509E-07
  7.2198358572E+07  1.3585099681E+00  3.2363324531E-07
  7.2198358572E+07  1.4669204626E+00  3.3538811118E-07
  7.2198358572E+07  1.5839822262E+00  3.4761754192E-07
  7.2198358572E+07  1.7103856391E+00  3.6025668808E-07
  7.2198358572E+07  1.8468761745E+00  3.7321520206E-07
  7.2198358572E+07  1.9942587952E+00  3.8637737377E-07
  7.2198358572E+07  2.1534027008E+00  3.9958819282E-07
  7.2198358572E+07  2.3252464539E+00  4.1265786430E-07
  7.2198358572E+07  2.5108035155E+00  4.2534349796E-07
  7.2198358572E+07  2.7111682218E+00  4.3735485479E-07
  7.2198358572E+07  2.9275222379E+00  4.4833662058E-07
  7.2198358572E+07  3.1611415273E+00  4.5787403302E-07
  7.2198358572E+07  3.4134038766E+00  4.6548493014E-07
  7.2198358572E+07  3.6857970212E+00  4.7062330988E-07
  7.2198358572E+07  3.9799274192E+00  4.7269509778E-07
  7.2198358572E+07  4.2975297259E+00  4.7106681625E-07
  7.2198358572E+07  4.6404770237E+00  4.6510453621E-07
  7.2198358572E+07  5.0107918691E+00  4.5421743748E-07
  7.2198358572E+07  5.4106582205E+00  3.9967042183E-07
  7.2198358572E+07  5.8424343185E+00  4.7203262588E-08
  7.2198358572E+07  6.3086665938E+00  3.7606930688E-09
  7.2198358572E+07  6.8121046848E+00  4.5661461703E-10
  7.2198358572E+07  7.3557176540E+00  7.7548696227E-11
  7.2198358572E+07  7.9427114979E+00  1.6550122833E-11
  7.2198358572E+07  8.5765480550E+00  4.1033371015E-12
  7.2198358572E+07  9.2609654221E+00  1.5671949911E-12
  7.2198358572E+07  1.0000000000E+01  4.2855279731E-13
  9.2597173055E+07  5.0000000000E-03  9.8718791615E-08
  9.2597173055E+07  5.3990051491E-03  9.8746365917E-08
  9.2597173055E+07  5.8298513201E-03  9.8776148657E-08
  9.2597173055E+07  6.2950794591E-03  9.8808317354E-08
  9.2597173055E+07  6.7974332828E-03  9.8843063974E-08
  9.2597173055E+07  7.3398754590E-03  9.8880595968E-08
  9.2597173055E+07  7.9256050794E-03  9.8921137687E-08
  9.2597173055E+07  8.5580765267E-03  9.8964931735E-08
  9.2597173055E+07  9.2410198469E-03  9.9012240381E-08
  9.2597173055E+07  9.9784627473E-03  9.9063347380E-08
  9.2597173055E+07  1.0774754351E-02  9.9118559606E-08
  9.2597173055E+07  1.1634590844E-02  9.9178209002E-08
  9.2597173055E+07  1.2563043175E-02  9.9242654751E-08
  9.2597173055E+07  1.3565586958E-02  9.9312285483E-08
  9.2597173055E+07  1.4648134767E-02  9.9387521825E-08
  9.2597173055E+07  1.5817071007E-02  9.9468819035E-08
  9.2597173055E+07  1.7079289562E-02  9.9556669983E-08
  9.2597173055E+07  1.8442234458E-02  9.9651608326E-08
  9.2597173055E+07  1.9913943760E-02  9.9754212021E-08
  9.2597173055E+07  2.1503096980E-02  9.9865107015E-08
  9.2597173055E+07  2.3219066263E-02  9.9984971468E-08
  9.2597173055E+07  2.5071971662E-02  1.0011454027E-07
  9.2597173055E+07  2.7072740821E-02  1.0025460994E-07
  9.2597173055E+07  2.9233173419E-02  1.0040604392E-07
